Train Loss	Train Loss X	Train Loss U	Test Loss	Test Acc.	Epoch Time	
0.360757	0.002031	0.314531	0.483025	87.945605	37.569639	
0.345248	0.001363	0.301428	0.467453	88.114628	37.152252	
0.347797	0.001699	0.301399	0.483512	87.776583	37.463882	
0.361644	0.001397	0.313596	0.444030	88.848340	37.433381	
0.389303	0.002680	0.334411	0.454886	88.779195	38.698655	
0.353637	0.001537	0.304416	0.442450	88.971266	38.028294	
0.367862	0.001456	0.314791	0.442276	88.944376	38.161830	
0.381368	0.001457	0.326170	0.447006	88.940535	38.220076	
0.375204	0.001538	0.318895	0.415685	89.393823	38.555878	
0.361867	0.000990	0.307711	0.402977	89.854794	38.358586	
0.392469	0.001820	0.331175	0.413724	89.866318	39.393505	
0.373681	0.001666	0.315005	0.464448	88.667793	38.910845	
0.370983	0.001224	0.311403	0.438247	89.113399	38.917556	
0.368467	0.001500	0.308619	0.459717	88.963583	38.797046	
0.386061	0.001600	0.321673	0.472255	88.260602	39.600184	
0.384500	0.001728	0.319699	0.455635	88.890596	39.703564	
0.364101	0.001706	0.301244	0.464393	88.594806	39.087036	
0.391423	0.001890	0.323055	0.481178	88.502612	39.094798	
0.387708	0.001544	0.318931	0.487492	88.302858	38.887441	
0.375469	0.001361	0.308118	0.486580	88.149201	39.337479	
0.354347	0.001247	0.289759	0.490081	88.053165	39.252185	
0.371991	0.001599	0.302969	0.462543	88.879072	39.581958	
0.363346	0.001240	0.295255	0.439135	89.363092	39.354602	
0.395471	0.001780	0.319803	0.432248	89.489859	39.678077	
0.373578	0.001654	0.301334	0.470232	88.660111	39.580265	
0.374910	0.001196	0.301492	0.438815	89.282422	39.848502	
0.378333	0.001707	0.303227	0.447741	89.090350	40.037359	
0.387641	0.001437	0.309527	0.450394	89.009680	39.355333	
0.405995	0.001536	0.323598	0.456509	88.783036	39.696499	
0.386314	0.001381	0.306297	0.473823	88.475722	39.787688	
0.388996	0.001131	0.308391	0.439012	89.044253	39.958866	
0.392623	0.001510	0.309099	0.471651	88.318224	40.450043	
0.388187	0.001600	0.305310	0.473507	88.456515	39.954582	
0.401761	0.001531	0.314322	0.457364	88.802243	40.634897	
0.390748	0.001672	0.305108	0.439130	89.343884	40.451837	
0.401794	0.001553	0.312414	0.419809	89.724186	40.153471	
0.379257	0.001106	0.294547	0.427258	89.535956	40.174127	
0.408807	0.001773	0.315789	0.434286	89.489859	39.881572	
0.395382	0.001637	0.304567	0.461440	88.882913	40.254110	
0.382754	0.001591	0.293938	0.481150	88.421942	40.508812	
0.402202	0.001975	0.307410	0.478762	88.341272	40.512419	
